Unnamed: 0.1,Unnamed: 0,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,isHomeGame,Projected_Line,Beats_Projected_Line
262,262,22020,203999,22000502,"FEB 25, 2021",DEN vs. WAS,L,38,9,18,0.5,3,4,0.75,3,3,1.0,2,9,11,7,1,2,1,3,24,-2,1,0,28.6,0
263,263,22020,203999,22000487,"FEB 23, 2021",DEN vs. POR,W,38,17,32,0.531,3,6,0.5,4,4,1.0,3,2,5,5,1,0,0,1,41,0,1,0,27.8,1
264,264,22020,203999,22000470,"FEB 21, 2021",DEN @ ATL,L,37,5,15,0.333,2,5,0.4,3,4,0.75,2,8,10,6,3,0,4,5,15,-7,1,1,32.0,0
265,265,22020,203999,22000563,"FEB 19, 2021",DEN @ CLE,W,33,5,8,0.625,1,2,0.5,5,5,1.0,2,10,12,10,4,1,3,2,16,13,1,1,27.6,0
266,266,22020,203999,22000437,"FEB 17, 2021",DEN @ WAS,L,37,12,21,0.571,3,5,0.6,6,6,1.0,1,6,7,9,2,0,3,4,33,5,1,1,23.0,1
267,267,22020,203999,22000427,"FEB 16, 2021",DEN @ BOS,L,38,16,23,0.696,3,5,0.6,8,8,1.0,3,3,6,5,2,1,3,3,43,2,1,1,25.8,1
268,268,22020,203999,22000416,"FEB 14, 2021",DEN vs. LAL,W,35,8,17,0.471,1,5,0.2,6,6,1.0,4,12,16,10,0,1,3,2,23,16,1,0,29.6,0
269,269,22020,203999,22000401,"FEB 12, 2021",DEN vs. OKC,W,37,9,16,0.563,2,7,0.286,2,2,1.0,3,10,13,9,1,1,2,4,22,5,1,0,26.0,0
270,270,22020,203999,22000388,"FEB 10, 2021",DEN vs. CLE,W,30,5,7,0.714,0,0,0.0,2,2,1.0,1,5,6,12,2,0,2,3,12,32,1,0,27.4,0
271,271,22020,203999,22000373,"FEB 08, 2021",DEN vs. MIL,L,39,13,26,0.5,3,6,0.5,6,6,1.0,3,9,12,6,0,0,0,3,35,-2,1,0,26.6,1
272,272,22020,203999,22000352,"FEB 06, 2021",DEN @ SAC,L,41,20,33,0.606,3,6,0.5,7,7,1.0,1,7,8,12,1,3,1,2,50,2,1,1,27.0,1
273,273,22020,203999,22000341,"FEB 04, 2021",DEN @ LAL,L,35,6,16,0.375,0,0,0.0,1,2,0.5,3,6,9,6,1,0,3,4,13,-8,1,1,28.4,0
274,274,22020,203999,22000306,"JAN 31, 2021",DEN vs. UTA,W,37,17,26,0.654,4,4,1.0,9,10,0.9,3,9,12,5,2,1,3,2,47,14,1,0,26.4,1
275,275,22020,203999,22000296,"JAN 29, 2021",DEN @ SAS,L,39,14,24,0.583,5,11,0.455,2,4,0.5,1,9,10,5,1,1,4,3,35,-9,1,1,31.4,1
276,276,22020,203999,22000275,"JAN 27, 2021",DEN @ MIA,W,34,9,14,0.643,1,5,0.2,2,2,1.0,2,9,11,3,0,1,1,2,21,16,1,1,36.0,0
277,277,22020,203999,22000265,"JAN 25, 2021",DEN @ DAL,W,34,8,13,0.615,0,2,0.0,4,4,1.0,3,7,10,4,2,1,6,2,20,-10,1,1,33.2,0
278,278,22020,203999,22000248,"JAN 23, 2021",DEN @ PHX,W,42,9,21,0.429,0,0,0.0,11,14,0.786,7,15,22,6,1,0,6,3,29,8,1,1,27.2,1
279,279,22020,203999,22000238,"JAN 22, 2021",DEN @ PHX,W,40,15,27,0.556,1,3,0.333,0,1,0.0,6,4,10,8,3,0,3,4,31,-13,1,1,30.4,1
280,280,22020,203999,22000213,"JAN 19, 2021",DEN vs. OKC,W,28,12,21,0.571,0,4,0.0,3,3,1.0,5,7,12,6,1,1,1,2,27,12,1,0,27.2,0
281,281,22020,203999,22000200,"JAN 17, 2021",DEN vs. UTA,L,40,14,23,0.609,3,6,0.5,4,4,1.0,8,6,14,9,2,1,6,4,35,6,1,0,25.6,1
282,282,22020,203999,22000177,"JAN 14, 2021",DEN vs. GSW,W,36,8,16,0.5,0,4,0.0,7,7,1.0,1,13,14,10,3,0,3,4,23,10,1,0,28.4,0
283,283,22020,203999,22000158,"JAN 12, 2021",DEN @ BKN,L,34,8,17,0.471,1,4,0.25,6,6,1.0,1,7,8,11,7,1,1,2,23,-11,1,1,29.0,0
284,284,22020,203999,22000144,"JAN 10, 2021",DEN @ NYK,W,30,9,15,0.6,1,3,0.333,3,3,1.0,3,7,10,5,1,1,2,1,22,8,1,1,27.8,0
285,285,22020,203999,22000133,"JAN 09, 2021",DEN @ PHI,W,29,6,8,0.75,0,0,0.0,3,3,1.0,1,8,9,12,0,0,4,2,15,24,1,1,26.0,0
286,286,22020,203999,22000120,"JAN 07, 2021",DEN vs. DAL,L,41,14,31,0.452,4,10,0.4,6,10,0.6,1,10,11,4,2,0,3,4,38,-6,1,0,23.6,1
287,287,22020,203999,22000104,"JAN 05, 2021",DEN vs. MIN,W,37,12,20,0.6,1,1,1.0,10,12,0.833,5,10,15,6,3,1,4,5,35,13,1,0,24.2,1
288,288,22020,203999,22000088,"JAN 03, 2021",DEN @ MIN,W,32,8,12,0.667,0,1,0.0,3,3,1.0,3,9,12,12,0,0,7,5,19,27,1,1,26.6,0
289,289,22020,203999,22000076,"JAN 01, 2021",DEN vs. PHX,L,30,7,13,0.538,3,5,0.6,0,0,0.0,3,6,9,11,1,0,1,5,17,1,1,0,25.8,0
290,290,22020,203999,22000055,"DEC 29, 2020",DEN @ SAC,L,39,9,14,0.643,1,3,0.333,7,7,1.0,1,9,10,12,2,0,10,4,26,1,1,1,24.8,1
291,291,22020,203999,22000044,"DEC 28, 2020",DEN vs. HOU,W,34,8,11,0.727,1,1,1.0,2,3,0.667,4,8,12,18,3,1,3,2,19,20,1,0,27.0,0
292,292,22020,203999,22000009,"DEC 25, 2020",DEN vs. LAC,L,38,7,13,0.538,1,4,0.25,9,11,0.818,3,6,9,10,1,0,5,2,24,-20,1,0,23.2,1
293,293,22020,203999,22000019,"DEC 23, 2020",DEN vs. SAC,L,42,11,18,0.611,1,2,0.5,6,9,0.667,3,12,15,14,0,2,6,3,29,5,1,0,21.0,1
294,294,22019,203999,21901318,"AUG 14, 2020",DEN @ TOR,L,10,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,2,0,0,1,0,2,-6,1,1,23.0,0
295,295,22019,203999,21901307,"AUG 12, 2020",DEN vs. LAC,L,28,7,11,0.636,1,4,0.25,2,4,0.5,1,6,7,13,0,0,1,1,17,5,1,0,20.0,0
296,296,22019,203999,21901296,"AUG 10, 2020",DEN @ LAL,L,26,4,7,0.571,2,2,1.0,2,2,1.0,0,1,1,4,1,0,1,3,12,-5,1,1,18.2,0
297,297,22019,203999,21901281,"AUG 08, 2020",DEN vs. UTA,W,42,11,21,0.524,2,6,0.333,6,6,1.0,2,9,11,7,3,0,4,5,30,9,1,0,16.8,1
298,298,22019,203999,21901272,"AUG 06, 2020",DEN vs. POR,L,24,3,8,0.375,0,2,0.0,2,2,1.0,3,2,5,13,0,0,5,2,8,-1,1,0,18.0,0
299,299,22019,203999,21901264,"AUG 05, 2020",DEN @ SAS,W,32,10,17,0.588,3,5,0.6,2,2,1.0,3,1,4,11,1,0,5,4,25,8,1,1,13.8,1
300,300,22019,203999,21901251,"AUG 03, 2020",DEN @ OKC,W,39,10,21,0.476,0,5,0.0,10,11,0.909,2,10,12,10,2,0,4,4,30,9,1,1,18.4,1
301,301,22019,203999,21901239,"AUG 01, 2020",DEN vs. MIA,L,34,7,16,0.438,1,5,0.2,4,6,0.667,0,7,7,6,1,1,3,3,19,-10,1,0,21.0,0
302,302,22019,203999,21900973,"MAR 11, 2020",DEN @ DAL,L,34,7,10,0.7,0,2,0.0,0,0,0.0,2,11,13,8,0,0,5,3,14,5,1,1,22.4,0
303,303,22019,203999,21900958,"MAR 09, 2020",DEN vs. MIL,W,30,4,13,0.308,1,5,0.2,1,2,0.5,0,9,9,7,1,0,2,3,10,6,1,0,19.2,0
304,304,22019,203999,21900942,"MAR 07, 2020",DEN @ CLE,L,32,4,11,0.364,0,3,0.0,0,1,0.0,2,6,8,8,1,0,4,3,8,0,1,1,19.6,0
305,305,22019,203999,21900926,"MAR 05, 2020",DEN @ CHA,W,30,5,10,0.5,0,2,0.0,4,4,1.0,3,8,11,8,1,1,6,5,14,2,1,1,16.2,0
306,306,22019,203999,21900913,"MAR 03, 2020",DEN vs. GSW,L,32,7,15,0.467,0,1,0.0,2,2,1.0,4,9,13,7,1,2,5,2,16,-10,1,0,13.0,1
307,307,22019,203999,21900898,"MAR 01, 2020",DEN vs. TOR,W,35,8,11,0.727,0,0,0.0,7,9,0.778,4,14,18,11,1,0,2,2,23,18,1,0,12.4,1
308,308,22019,203999,21900886,"FEB 28, 2020",DEN @ LAC,L,25,9,13,0.692,0,2,0.0,3,4,0.75,2,7,9,2,1,0,3,1,21,-15,1,1,14.2,1
309,309,22019,203999,21900860,"FEB 25, 2020",DEN vs. DET,W,28,5,8,0.625,1,1,1.0,5,5,1.0,2,3,5,4,4,0,5,4,16,-3,1,0,16.4,0
310,310,22019,203999,21900844,"FEB 23, 2020",DEN vs. MIN,W,31,11,14,0.786,0,1,0.0,2,3,0.667,1,6,7,6,2,2,3,4,24,18,1,0,18.0,1
311,311,22019,203999,21900831,"FEB 21, 2020",DEN @ OKC,L,34,12,15,0.8,1,2,0.5,7,7,1.0,1,6,7,5,1,1,2,1,32,-2,1,1,20.0,1
312,312,22019,203999,21900817,"FEB 12, 2020",DEN vs. LAL,L,37,9,18,0.5,2,3,0.667,2,2,1.0,1,10,11,6,3,1,3,5,22,-10,1,0,23.2,0
313,313,22019,203999,21900799,"FEB 10, 2020",DEN vs. SAS,W,38,6,8,0.75,0,1,0.0,7,8,0.875,3,5,8,13,0,1,5,4,19,4,1,0,23.0,0
314,314,22019,203999,21900784,"FEB 08, 2020",DEN @ PHX,W,34,9,19,0.474,0,3,0.0,5,5,1.0,4,5,9,6,1,3,6,3,23,3,1,1,22.6,1
315,315,22019,203999,21900762,"FEB 05, 2020",DEN @ UTA,W,40,14,24,0.583,0,2,0.0,2,4,0.5,6,15,21,10,2,0,1,2,30,10,1,1,24.0,1
316,316,22019,203999,21900753,"FEB 04, 2020",DEN vs. POR,W,31,11,17,0.647,3,5,0.6,4,4,1.0,4,9,13,9,2,3,4,1,29,23,1,0,25.2,1
317,317,22019,203999,21900737,"FEB 02, 2020",DEN @ DET,L,40,16,23,0.696,1,3,0.333,6,7,0.857,0,10,10,11,3,2,2,4,39,13,1,1,24.6,1
318,318,22019,203999,21900724,"JAN 31, 2020",DEN @ MIL,W,33,7,17,0.412,1,3,0.333,0,0,0.0,0,10,10,9,1,0,3,4,15,-9,1,1,28.0,0
319,319,22019,203999,21900718,"JAN 30, 2020",DEN vs. UTA,W,35,11,19,0.579,1,2,0.5,5,6,0.833,0,4,4,10,3,0,3,4,28,-4,1,0,27.2,1
320,320,22019,203999,21900704,"JAN 28, 2020",DEN @ MEM,L,39,8,16,0.5,3,6,0.5,6,6,1.0,3,10,13,5,0,1,8,3,25,-9,1,1,28.2,0
321,321,22019,203999,21900685,"JAN 26, 2020",DEN vs. HOU,W,38,9,18,0.5,0,2,0.0,6,7,0.857,2,10,12,11,2,0,6,4,24,0,1,0,27.2,0
322,322,22019,203999,21900676,"JAN 24, 2020",DEN @ NOP,W,35,9,20,0.45,1,6,0.167,8,8,1.0,7,5,12,7,4,1,2,3,27,7,1,1,26.2,1
323,323,22019,203999,21900662,"JAN 22, 2020",DEN @ HOU,L,34,8,19,0.421,0,1,0.0,3,6,0.5,4,8,12,10,1,1,6,2,19,-9,1,1,23.8,0
324,324,22019,203999,21900649,"JAN 20, 2020",DEN @ MIN,W,34,7,15,0.467,0,3,0.0,3,4,0.75,5,8,13,5,1,0,5,4,17,-6,1,1,24.6,0
325,325,22019,203999,21900638,"JAN 19, 2020",DEN vs. IND,L,32,10,16,0.625,2,4,0.5,8,12,0.667,1,9,10,4,3,0,1,4,30,-2,1,0,22.4,1
326,326,22019,203999,21900617,"JAN 16, 2020",DEN @ GSW,W,44,10,20,0.5,0,3,0.0,3,3,1.0,2,10,12,8,0,2,9,4,23,18,1,1,23.4,0
327,327,22019,203999,21900610,"JAN 15, 2020",DEN vs. CHA,W,29,5,9,0.556,0,1,0.0,2,2,1.0,1,7,8,8,1,2,4,3,12,3,1,0,23.2,0
328,328,22019,203999,21900589,"JAN 12, 2020",DEN vs. LAC,W,31,6,14,0.429,3,4,0.75,5,6,0.833,2,13,15,6,1,0,2,5,20,5,1,0,20.2,0
329,329,22019,203999,21900582,"JAN 11, 2020",DEN vs. CLE,L,34,8,12,0.667,2,5,0.4,1,1,1.0,3,9,12,5,0,0,1,2,19,-2,1,0,20.4,0
330,330,22019,203999,21900559,"JAN 08, 2020",DEN @ DAL,W,31,12,20,0.6,4,6,0.667,5,8,0.625,2,4,6,7,1,1,3,1,33,-3,1,1,20.8,1
331,331,22019,203999,21900543,"JAN 06, 2020",DEN @ ATL,W,37,16,25,0.64,4,8,0.5,11,16,0.688,4,4,8,5,2,1,0,3,47,0,1,1,21.4,1
332,332,22019,203999,21900528,"JAN 04, 2020",DEN @ WAS,L,30,4,10,0.4,1,3,0.333,5,7,0.714,2,8,10,4,1,0,2,0,14,0,1,1,26.2,0
333,333,22019,203999,21900509,"JAN 02, 2020",DEN @ IND,W,24,7,15,0.467,0,3,0.0,8,8,1.0,3,4,7,0,0,0,2,5,22,-9,1,1,26.6,0
334,334,22019,203999,21900501,"DEC 31, 2019",DEN @ HOU,L,32,10,17,0.588,0,1,0.0,1,1,1.0,2,6,8,4,0,0,6,2,21,-5,1,1,27.0,0
335,335,22019,203999,21900489,"DEC 29, 2019",DEN vs. SAC,W,27,7,8,0.875,0,0,0.0,3,4,0.75,4,4,8,4,1,0,4,3,17,8,1,0,27.4,0
336,336,22019,203999,21900472,"DEC 28, 2019",DEN vs. MEM,W,33,12,19,0.632,2,5,0.4,5,7,0.714,2,8,10,10,1,0,1,6,31,23,1,0,24.2,1
337,337,22019,203999,21900459,"DEC 25, 2019",DEN vs. NOP,L,31,8,20,0.4,2,5,0.4,5,6,0.833,4,6,10,4,2,0,5,3,23,-13,1,0,21.0,1
338,338,22019,203999,21900451,"DEC 23, 2019",DEN @ PHX,W,31,6,13,0.462,4,7,0.571,6,6,1.0,1,11,12,10,1,0,2,4,22,25,1,1,22.8,0
339,339,22019,203999,21900443,"DEC 22, 2019",DEN @ LAL,W,27,5,8,0.625,1,1,1.0,7,7,1.0,3,3,6,5,1,1,1,3,18,12,1,1,22.8,0
340,340,22019,203999,21900427,"DEC 20, 2019",DEN vs. MIN,W,33,10,16,0.625,2,4,0.5,0,0,0.0,3,7,10,10,0,2,2,4,22,12,1,0,22.2,0
341,341,22019,203999,21900414,"DEC 18, 2019",DEN vs. ORL,W,31,7,14,0.5,2,4,0.5,2,2,1.0,3,6,9,12,1,1,4,2,18,9,1,0,23.2,0
342,342,22019,203999,21900392,"DEC 15, 2019",DEN vs. NYK,W,36,10,22,0.455,2,5,0.4,3,4,0.75,3,7,10,5,1,1,2,1,25,4,1,0,20.6,1
343,343,22019,203999,21900387,"DEC 14, 2019",DEN vs. OKC,W,35,11,14,0.786,3,6,0.5,3,4,0.75,1,13,14,12,1,0,3,2,28,15,1,0,21.0,1
344,344,22019,203999,21900370,"DEC 12, 2019",DEN vs. POR,W,31,7,14,0.5,2,5,0.4,4,6,0.667,4,7,11,6,0,0,1,2,20,3,1,0,22.2,0
345,345,22019,203999,21900353,"DEC 10, 2019",DEN @ PHI,L,33,7,13,0.538,1,4,0.25,0,0,0.0,0,7,7,11,0,1,2,2,15,8,1,1,22.6,0
346,346,22019,203999,21900335,"DEC 08, 2019",DEN @ BKN,L,34,10,21,0.476,2,6,0.333,2,2,1.0,2,9,11,6,0,0,3,3,24,-10,1,1,21.2,1
347,347,22019,203999,21900323,"DEC 06, 2019",DEN @ BOS,L,31,13,21,0.619,1,5,0.2,3,3,1.0,4,6,10,4,1,2,1,3,30,0,1,1,22.4,1
348,348,22019,203999,21900317,"DEC 05, 2019",DEN @ NYK,W,25,3,7,0.429,0,1,0.0,0,0,0.0,1,9,10,8,0,1,0,2,6,10,1,1,23.4,0
349,349,22019,203999,21900304,"DEC 03, 2019",DEN vs. LAL,L,34,4,12,0.333,0,2,0.0,5,6,0.833,1,4,5,8,3,0,5,4,13,-6,1,0,19.0,0
350,350,22019,203999,21900280,"NOV 30, 2019",DEN @ SAC,L,36,3,11,0.273,0,3,0.0,1,2,0.5,3,7,10,6,0,1,4,3,7,-3,1,1,17.6,0
351,351,22019,203999,21900252,"NOV 26, 2019",DEN vs. WAS,W,25,4,8,0.5,0,0,0.0,0,0,0.0,2,18,20,5,0,0,3,3,8,10,1,0,16.0,0
352,352,22019,203999,21900238,"NOV 24, 2019",DEN vs. PHX,W,32,4,9,0.444,0,1,0.0,0,0,0.0,4,9,13,5,2,0,1,2,8,8,1,0,12.8,0
353,353,22019,203999,21900222,"NOV 22, 2019",DEN vs. BOS,W,35,7,17,0.412,0,4,0.0,4,4,1.0,3,13,16,10,3,1,3,2,18,10,1,0,8.4,1
354,354,22019,203999,21900211,"NOV 20, 2019",DEN vs. HOU,W,32,12,19,0.632,2,4,0.5,1,1,1.0,5,7,12,4,0,0,7,5,27,7,1,0,10.8,1
355,355,22019,203999,21900186,"NOV 17, 2019",DEN @ MEM,W,26,4,7,0.571,1,3,0.333,0,0,0.0,0,5,5,8,0,0,2,3,9,22,1,1,13.6,0
356,356,22019,203999,21900166,"NOV 14, 2019",DEN vs. BKN,W,28,8,14,0.571,2,5,0.4,0,0,0.0,2,8,10,3,0,0,0,4,18,-2,1,0,14.0,1
357,357,22019,203999,21900150,"NOV 12, 2019",DEN vs. ATL,L,31,7,19,0.368,1,8,0.125,5,6,0.833,1,5,6,7,3,0,2,2,20,-2,1,0,16.0,1
358,358,22019,203999,21900132,"NOV 10, 2019",DEN @ MIN,W,36,9,23,0.391,1,7,0.143,1,3,0.333,3,3,6,7,1,1,0,4,20,-2,1,1,18.4,1
359,359,22019,203999,21900123,"NOV 08, 2019",DEN vs. PHI,W,38,10,22,0.455,2,9,0.222,4,5,0.8,2,8,10,6,2,2,1,4,26,18,1,0,18.8,1
360,360,22019,203999,21900102,"NOV 05, 2019",DEN vs. MIA,W,23,4,12,0.333,1,4,0.25,0,1,0.0,0,5,5,5,1,1,4,4,9,11,1,0,18.6,0
361,361,22019,203999,21900079,"NOV 02, 2019",DEN @ ORL,W,31,7,14,0.5,3,7,0.429,3,4,0.75,0,7,7,4,0,0,1,2,20,14,1,1,18.6,1
362,362,22019,203999,21900067,"OCT 31, 2019",DEN @ NOP,L,27,5,6,0.833,0,1,0.0,3,3,1.0,0,6,6,6,1,0,2,3,13,-16,1,1,19.0,0
363,363,22019,203999,21900053,"OCT 29, 2019",DEN vs. DAL,L,33,4,8,0.5,0,1,0.0,2,2,1.0,2,8,10,10,3,0,4,3,10,15,1,0,17.6,0
364,364,22019,203999,21900050,"OCT 28, 2019",DEN @ SAC,W,28,4,15,0.267,0,5,0.0,1,1,1.0,3,10,13,2,2,1,2,4,9,-3,1,1,15.6,0
365,365,22019,203999,21900023,"OCT 25, 2019",DEN vs. PHX,W,41,8,18,0.444,0,2,0.0,7,9,0.778,3,11,14,12,1,2,5,4,23,8,1,0,12.2,1
366,366,22019,203999,21900013,"OCT 23, 2019",DEN @ POR,W,24,8,14,0.571,3,5,0.6,1,2,0.5,4,9,13,2,0,0,4,4,20,14,1,1,15.0,1
367,367,22018,203999,21801228,"APR 10, 2019",DEN vs. MIN,W,37,13,26,0.5,1,7,0.143,2,2,1.0,3,11,14,2,3,0,4,4,29,16,1,0,15.0,1
368,368,22018,203999,21801217,"APR 09, 2019",DEN @ UTA,L,16,1,6,0.167,0,0,0.0,0,2,0.0,2,3,5,2,1,1,1,6,2,-15,1,1,18.2,0
369,369,22018,203999,21801190,"APR 05, 2019",DEN vs. POR,W,37,9,15,0.6,1,4,0.25,3,4,0.75,3,10,13,9,2,1,2,3,22,6,1,0,16.6,1
370,370,22018,203999,21801173,"APR 03, 2019",DEN vs. SAS,W,29,9,10,0.9,0,1,0.0,2,3,0.667,0,11,11,9,0,0,5,3,20,18,1,0,19.2,1
371,371,22018,203999,21801164,"APR 02, 2019",DEN @ GSW,L,28,4,10,0.4,0,3,0.0,2,3,0.667,2,3,5,6,4,0,6,1,10,-10,1,1,18.6,0
372,372,22018,203999,21801148,"MAR 31, 2019",DEN vs. WAS,L,30,11,15,0.733,0,2,0.0,1,3,0.333,2,12,14,4,2,1,2,3,23,1,1,0,16.6,1
373,373,22018,203999,21801133,"MAR 29, 2019",DEN @ OKC,W,34,10,16,0.625,1,3,0.333,2,2,1.0,2,14,16,3,1,0,2,3,23,7,1,1,15.4,1
374,374,22018,203999,21801126,"MAR 28, 2019",DEN @ HOU,L,25,7,14,0.5,0,0,0.0,2,2,1.0,3,5,8,6,0,2,2,3,16,-1,1,1,19.6,0
375,375,22018,203999,21801115,"MAR 26, 2019",DEN vs. DET,W,33,10,24,0.417,0,5,0.0,3,5,0.6,3,12,15,2,0,0,3,3,23,-9,1,0,18.4,1
376,376,22018,203999,21801097,"MAR 24, 2019",DEN @ IND,L,30,8,16,0.5,1,3,0.333,2,2,1.0,3,8,11,8,1,4,1,2,19,-19,1,1,19.0,0
377,377,22018,203999,21801082,"MAR 22, 2019",DEN @ NYK,W,28,8,20,0.4,1,3,0.333,4,6,0.667,4,13,17,5,0,0,1,3,21,17,1,1,20.8,1
378,378,22018,203999,21801075,"MAR 21, 2019",DEN @ WAS,W,35,6,12,0.5,2,4,0.5,1,1,1.0,3,3,6,11,0,0,1,1,15,-10,1,1,20.4,0
379,379,22018,203999,21801052,"MAR 18, 2019",DEN @ BOS,W,36,9,14,0.643,3,7,0.429,0,0,0.0,2,11,13,7,2,3,3,2,21,15,1,1,18.8,1
380,380,22018,203999,21801040,"MAR 16, 2019",DEN vs. IND,W,34,11,21,0.524,2,7,0.286,2,2,1.0,3,4,7,5,0,0,4,3,26,5,1,0,19.8,1
381,381,22018,203999,21801025,"MAR 14, 2019",DEN vs. DAL,W,30,4,9,0.444,0,2,0.0,3,4,0.75,2,12,14,8,0,1,2,1,11,-12,1,0,20.4,0
382,382,22018,203999,21801012,"MAR 12, 2019",DEN vs. MIN,W,26,9,14,0.643,0,0,0.0,0,0,0.0,4,4,8,7,0,1,4,4,18,2,1,0,18.8,0
383,383,22018,203999,21800984,"MAR 08, 2019",DEN @ GSW,L,29,5,10,0.5,1,1,1.0,5,8,0.625,3,3,6,4,4,1,2,2,16,-29,1,1,18.2,0
384,384,22018,203999,21800974,"MAR 06, 2019",DEN @ LAL,W,35,3,5,0.6,0,1,0.0,6,8,0.75,4,13,17,8,3,0,2,1,12,16,1,1,18.4,0
385,385,22018,203999,21800954,"MAR 04, 2019",DEN @ SAS,L,38,10,14,0.714,2,2,1.0,0,0,0.0,4,6,10,6,0,0,3,2,22,10,1,1,16.6,1
386,386,22018,203999,21800941,"MAR 02, 2019",DEN vs. NOP,L,22,7,11,0.636,1,2,0.5,5,6,0.833,4,5,9,7,2,2,2,4,20,6,1,0,15.8,1
387,387,22018,203999,21800926,"FEB 28, 2019",DEN vs. UTA,L,32,5,15,0.333,0,1,0.0,6,7,0.857,6,7,13,7,0,0,5,5,16,2,1,0,17.6,0
388,388,22018,203999,21800910,"FEB 26, 2019",DEN vs. OKC,W,35,11,25,0.44,4,7,0.571,10,13,0.769,1,8,9,10,0,1,2,2,36,22,1,0,17.2,1
389,389,22018,203999,21800895,"FEB 24, 2019",DEN vs. LAC,W,28,9,16,0.563,0,2,0.0,4,6,0.667,3,13,16,3,3,1,6,5,22,14,1,0,21.2,1
390,390,22018,203999,21800880,"FEB 22, 2019",DEN @ DAL,W,30,7,16,0.438,1,2,0.5,4,4,1.0,5,8,13,8,1,0,4,4,19,3,1,1,23.2,0
391,391,22018,203999,21800860,"FEB 13, 2019",DEN vs. SAC,W,36,7,17,0.412,0,2,0.0,6,6,1.0,4,14,18,11,1,0,4,1,20,2,1,0,22.6,0
392,392,22018,203999,21800847,"FEB 11, 2019",DEN vs. MIA,W,36,7,16,0.438,3,3,1.0,6,7,0.857,0,12,12,4,0,0,7,3,23,16,1,0,22.6,1
393,393,22018,203999,21800818,"FEB 08, 2019",DEN @ PHI,L,35,11,22,0.5,1,5,0.2,4,4,1.0,2,8,10,10,3,0,4,2,27,2,1,1,24.0,1
394,394,22018,203999,21800804,"FEB 06, 2019",DEN @ BKN,L,34,8,13,0.615,1,3,0.333,8,10,0.8,2,12,14,10,1,1,2,3,25,5,1,1,22.2,1
395,395,22018,203999,21800790,"FEB 04, 2019",DEN @ DET,L,26,7,17,0.412,0,3,0.0,2,3,0.667,1,2,3,4,3,0,3,4,16,-16,1,1,22.8,0
396,396,22018,203999,21800783,"FEB 02, 2019",DEN @ MIN,W,29,4,13,0.308,0,2,0.0,5,8,0.625,8,8,16,10,0,0,5,4,13,-1,1,1,22.2,0
397,397,22018,203999,21800774,"FEB 01, 2019",DEN vs. HOU,W,31,12,15,0.8,1,2,0.5,6,6,1.0,4,9,13,9,1,0,2,4,31,14,1,0,20.8,1
398,398,22018,203999,21800761,"JAN 30, 2019",DEN @ NOP,W,37,9,16,0.563,0,2,0.0,2,2,1.0,1,12,13,10,3,2,2,2,20,17,1,1,22.4,0
399,399,22018,203999,21800747,"JAN 28, 2019",DEN @ MEM,W,35,10,20,0.5,1,8,0.125,3,3,1.0,1,4,5,3,4,0,4,3,24,5,1,1,21.0,1
400,400,22018,203999,21800733,"JAN 26, 2019",DEN vs. PHI,W,34,12,22,0.545,2,3,0.667,6,7,0.857,6,12,18,10,1,0,1,1,32,16,1,0,20.8,1
401,401,22018,203999,21800715,"JAN 23, 2019",DEN @ UTA,L,37,10,21,0.476,1,7,0.143,7,7,1.0,3,18,21,6,2,1,3,5,28,-11,1,1,24.0,1
402,402,22018,203999,21800687,"JAN 19, 2019",DEN vs. CLE,W,28,8,12,0.667,3,6,0.5,0,1,0.0,3,8,11,12,1,0,1,3,19,21,1,0,27.0,0
403,403,22018,203999,21800669,"JAN 17, 2019",DEN vs. CHI,W,25,6,18,0.333,0,3,0.0,6,6,1.0,4,4,8,11,1,1,2,3,18,26,1,0,24.6,0
404,404,22018,203999,21800655,"JAN 15, 2019",DEN vs. GSW,L,23,6,12,0.5,0,1,0.0,5,5,1.0,1,3,4,8,0,0,3,3,17,-21,1,0,24.2,0
405,405,22018,203999,21800643,"JAN 13, 2019",DEN vs. POR,W,37,15,23,0.652,4,7,0.571,6,8,0.75,1,9,10,8,0,0,3,4,40,17,1,0,22.8,1
406,406,22018,203999,21800635,"JAN 12, 2019",DEN @ PHX,L,34,8,15,0.533,1,4,0.25,6,7,0.857,1,9,10,4,0,1,2,0,23,8,1,1,24.4,0
407,407,22018,203999,21800618,"JAN 10, 2019",DEN vs. LAC,W,28,8,19,0.421,0,5,0.0,2,3,0.667,5,9,14,10,0,2,1,3,18,6,1,0,23.4,0
408,408,22018,203999,21800601,"JAN 08, 2019",DEN @ MIA,W,40,11,21,0.524,1,2,0.5,6,6,1.0,3,8,11,10,1,0,3,3,29,9,1,1,23.2,1
409,409,22018,203999,21800593,"JAN 07, 2019",DEN @ HOU,L,28,11,20,0.55,1,1,1.0,1,1,1.0,5,8,13,4,2,1,8,2,24,-22,1,1,25.4,0
